Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Bronzan, Bruce;09/28/1947;D;31;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Jones, Bill;12/20/1949;R;32;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Rogers, Don;04/22/1928;R;33;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Wyman, Phil;02/21/1945;R;34;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
O'Connell, Jack;10/08/1951;D;35;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
McClintock, Tom;07/10/1956;R;36;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Wright, Cathie;05/18/1929;R;37;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
La Follette, Marian W.;09/19/1926;R;38;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Katz, Richard;08/16/1950;D;39;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Bane, Tom;12/28/1913;D;40;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Nolan, Patrick J.;06/16/1950;R;41;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
"Mountjoy, Richard ""Dick""";13/01/1932;R;42;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Davis, Gray;12/26/1942;D;43;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Hayden, Tom;12/11/1939;D;44;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Margolin, Burt M.;09/28/1950;D;45;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Roos, Michael;08/06/1945;D;46;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Hughes, Teresa;10/03/1931;D;47;;H;0;1;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Waters, Maxine;08/15/1938;D;48;;B;0;0;1;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Moore, Gwen;10/01/1943;D;49;;B;0;0;1;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Tucker, Curtis R.;03/26/1918;D;50;;B;0;0;1;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Felando, Gerald N.;12/29/1934;R;51;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Hill, Frank;02/19/1954;R;52;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
"Floyd, Richard E. ""Dick""";02/03/1931;D;53;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Vicencia, Frank;08/23/31;D;54;;H;0;1;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Alatorre, Richard;05/15/1943;D;55;;H;0;1;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Molina, Gloria;05/31/1948;D;56;;H;0;1;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Elder, Dave;02/10/1942;D;57;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Brown, Dennis L.;;R;58;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Calderon, Charles M.;03/12/1950;D;59;;H;0;1;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Tanner, Sally;12/28/1926;D;60;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Leonard, Bill;10/29/1947;R;61;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
"Lancaster, William H.""Bill""";04/29/1931;R;62;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Young, Bruce E.;07/05/1946;D;63;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;;
Johnson, Ross;09/28/1939;R;64;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Bader, Charles W.;01/01/1940;R;65;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Goggin, Terry;11/08/1941;D;66;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Defeated
Lewis, John R.;11/02/1954;R;67;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Clute, Steve;12/08/1948;D;68;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Frizzelle, Nolan;10/16/1921;R;69;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Bergeson, Marian;08/31/1925;R;70;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Not seek reelection;State Senate candidate
Allen, Doris;05/26/1936;R;71;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Robinson, Richard;05/17/1943;D;72;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Kelley, Dave;10/11/1928;R;73;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Frazee, Robert C. (Bob);09/01/1928;R;74;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Mojonnier, Sunny;02/17/1943;R;75;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Bradley, Bill;03/02/1919;R;76;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Stirling, Larry;02/20/1942;R;77;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Killea, Lucy;07/31/1922;D;78;;W;1;0;0;0;1;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Chacon, Peter R.;06/10/1925;D;79;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
Peace, Stephen;03/30/1953;D;80;;W;1;0;0;0;0;;12/06/1982;11/30/1984;On time;Reelection;Reelected
