Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Correa, Lou;01/24/1958;D;69;USR - CC - S;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Termed Out;BS candidate
Cox, Dave;02/20/1938;R;5;S-CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Daucher, Lynn;1946;R;72;CC;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Diaz, Manny;07/04/1953;D;23;CC;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Dutra, John;;D;20;;;;;;;;;12/02/2002;11/30/2004;On time;Termed out;
Dutton, Robert D.;10/13/1950;R;63;S-CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Not seek reekection;State Senate candidate
Dymally, Mervyn;05/12/1926;D;52;S-USR-;B;0;0;1;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Firebaugh, Marco Antonio;13/10/1966;D;50;;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;
Frommer, Dario;10/22/1963;D;43;;W;1;0;0;0;0;Majority Leader;12/02/2002;11/30/2004;On time;Reelection;Reelected
Garcia, Bonnie;;R;80;;H;0;1;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Goldberg, Jackie;11/18/1944;D;45;CC;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Hancock, Loni;04/10/1940;D;14;S-M;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Harman, Tom;05/30/1941;R;67;S-CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Haynes, Ray;08/26/1954;R;66;S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Horton, Jerome;09/14/1956;D;51;;B;0;0;1;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Horton, Shirley;;R;78;CC-M;A;0;0;0;1;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Houston, Guy S.;1960;R;15;M;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Jackson, Hannah-Beth;05/19/1950;D;35;S;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Keene, Rick;11/16/1957;R;3;CC-M;W;1;0;0;0;0;Republican Whip;12/02/2002;11/30/2004;On time;Reelection;Reelected
Kehoe, Chirstine;10/03/1950;D;76;CC-S;W;1;0;0;0;1;Speaker Pro Tempore;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Koretz, Paul;04/03/1955;D;42;CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
La Malfa, Doug;07/02/1960;R;2;USR-S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
La Suer, Jay;01/24/1940;R;77;CC-M;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Laird, John;03/29/1950;D;27;M-S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Leno, Mark;09/24/1951;D;13;S-CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Leslie, Tim;02/04/1942;R;4;S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Levine, Lloyd;1969;D;40;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Lieber, Sally J.;04/24/1961;D;22;CC-M;W;1;0;0;0;1;Speaker Pro Tempore;12/02/2002;11/30/2004;On time;Reelection;Reelected
Liu, Carol;12/09/1941;D;44;S-CC;A;0;0;0;1;1;0;12/02/2002;11/30/2004;On time;Reelection;Reelected
Longville, John;09/21/1949;D;62;CC-M;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;
Lowenthal, Alan;03/08/1941;D;54;USR-S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Maddox, Ken;02/29/1964;R;68;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed Out;State Senate candidate
Maldonado, Abel;08/21/1967;R;33;CC-M-S-Gov;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Matthews, Barbara;;D;17;;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Maze, Bill;04/09/1946;R;34;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
McCarthy, Kevin;01/26/1965;R;32;USR;W;1;0;0;0;0;Minority Leader;12/02/2002;11/30/2004;On time;Reelection;Reelected
McLeod, Gloria Negrete;09/06/1941;D;61;USR - S;H;0;1;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Montañez, Cindy;1974;D;39;CC;H;0;1;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Mountjoy, Dennis;;R;59;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Mullin, Gene;;D;19;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Nakanishi, Alan;03/21/1940;R;10;M-CC;A;0;0;0;1;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Nakano, George;1935;D;53;CC;A;0;0;0;1;0;;12/02/2002;11/30/2004;On time;Termed out;
Núñez, Fabian;12/27/1966;D;46;;H;0;1;0;0;0;Speaker;12/02/2002;11/30/2004;On time;Reelection;Reelected
Nation, Joseph;07/18/1956;D;6;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Oropeza, Jenny;09/27/1957;D;55;CC-S;H;0;1;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Pacheco, Robert;06/10/1934;R;60;CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;California Department of Industrial Relations
Parra, Nicole;02/03/1970;D;30;;H;0;1;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Pavley, Fran;11/11/1948;D;41;S-M;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Plescia, George;08/19/1966;R;75;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Reyes, Sarah;;D;31;;;;;;;1;;12/02/2002;11/30/2004;On time;Termed out;
Richman, Keith;11/21/1953;R;38;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Ridley-Thomas, Mark;11/06/1954;D;48;CC - S;B;0;0;1;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Runner, Sharon;05/17/1954;R;36;S;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Salinas, Simon;1956;D;28;CC;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Samuelian, Steven N.;;R;29;;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;;
Simitian, Joseph;02/01/1953;D;21;S-CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Spitzer, Todd;11/26/1960;R;71;CC;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Steinberg, Darrell;10/15/1959;D;9;CC-M-S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Strickland, Tony;02/17/1970;R;37;S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Vargas, Juan;03/07/1961;D;79;USR-S-CC;H;0;1;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Wesson, Herb;1951;D;47;CC;B;0;0;1;0;0;Speaker;12/02/2002;11/30/2004;On time;Termed out;CC candidate
Wiggins, Pat;04/19/1940;D;7;S-CC;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Termed out;State Senate candidate
Wolk, Lois;05/1201946;D;8;S-CC;W;1;0;0;0;1;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Wyland, Mark;10/27/1946;R;74;S;W;1;0;0;0;0;;12/02/2002;11/30/2004;On time;Reelection;Reelected
Yee, Leland Y.;11/20/1948;D;12;S;A;0;0;0;1;0;Speaker Pro Tempore;12/02/2002;11/30/2004;On time;Reelection;Reelected
Zettel, Charlene;05/26/1947;R;75;;H;0;1;0;0;1;;12/02/2002;2003;Early;Legislative campaign;State Senate candidate
