Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Kalra, Ash;01/21/1972;D;27;CC;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Low, Evan;06/05/1983;D;28;CC - M;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Stone, Mark;06/17/1957;D;29;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Caballero, Anna;04/18/1955;D;30;S - CC - M;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Not seek reelection;State Senate candidate
Arambula, Joaquin;17/05/1977;D;31;;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Salas, Rudy;03/12/1977;D;32;CC;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Obernolte, Jay;08/18/1970;R;33;CC - USR;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Fong, Vince;10/24/1979;R;34;;?;?;0;0;?;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Cunningham, Jordan;12/06/1977;R;35;;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Lackey, Tom;03/12/1959;R;36;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Limon, Monique;10/30/1979;D;37;S;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Acosta, Dante;;R;38;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Defeated
Bocanegra, Raul;07/13/1971;D;39;;W;1;0;0;0;0;;12/05/2016;11/27/2017;Early;Resignation (sexual assault);
Steinorth, Marc;05/19/1970;R;40;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Defeated
Holden, Chirs;07/19/1960;D;41;CC - M;B;0;0;1;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Mayes, Chad;04/23/1977;I;42;CC;W;1;0;0;0;0;Minority Leader;12/05/2016;11/30/2018;On time;Reelection;Reelected
Friedman, Laura;12/03/1966;D;43;CC - M;W;1;0;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Irwin, Jacqui;01/03/1962;D;44;CC - M;W;1;0;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Dababneh, Matt;02/20/1981;D;45;;W;1;0;0;0;0;;12/05/2016;01/01/2018;Early;Resignation (sexual assault;
Nazarian, Adrin;03/19/1973;D;46;;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Gomez Reyes, Eloise;27/01/1956;D;47;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Rubio, Blanca;09/15/1969;D;48;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Chau, Edwin;09/17/1957;D;49;;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Bloom, Richard;06/22/1953;D;50;CC - M;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Gomez, Jimmy;11/25/1974;D;51;USR;H - A;0;1;0;1;0;;12/05/2016;07/11/2017;Early;Legislative campaign;USR candidate
Carrillo, Wendy;08/10/1980;D;51;;H;0;1;0;0;1;;12/17/2017;11/30/2018;On time;Reelection;Reelected
Rodriguez, Freddie;09/08/1965;D;52;CC;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Santiago, Miguel;03/03/1973;D;53;;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Ridley-Thomas, Sebastian;08/12/1987;D;54;;B;0;0;1;0;0;;12/05/2016;12/31/2017;Early;Resignation (sexual assault);
Chen, Phillip;04/22/1978;R;55;;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Garcia, Eduardo;02/04/1977;D;56;CC - M;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Calderon, Ian Charles;10/19/1985;D;57;;W;1;0;0;0;0;Majority Leader;12/05/2016;11/30/2018;On time;Reelection;Reelected
Garcia, Cristina;08/22/1977;D;58;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Jones-Sawyer, Reginald;01/14/1957;D;59;;B;0;0;1;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Cervantes, Sabrina;10/24/1987;D;60;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Medina, Jose;03/29/1953;D;61;;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Burke, Autumn;11/23/1973;D;62;;B;0;0;1;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Rendon, Anthony;03/04/1968;D;63;;H;0;1;0;0;0;Speaker;12/05/2016;11/30/2018;On time;Reelection;Reelected
Gipson, Mike;06/25/1966;D;64;CC;B;0;0;1;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Quirk-Silva, Sharon;09/17/1962;D;65;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Muratsuchi, Al;09/04/1964;D;66;;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Melendez, Melissa;2/17/1968;R;67;S - CC - M;W;1;0;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
S. Choi, Steven;01/15/1944;R;68;CC - M;A;0;0;0;1;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Daly, Tom;07/26/1954;D;69;CC - M;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
O'Donnell, Patrick;02/25/1966;D;70;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Voepel, Randy;09/21/1950;R;71;CC - M;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Allen, Travis;09/14/1973;R;72;;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Not seek reelection;Governor candidate
Brough, William;10/15/1966;R;73;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Harper, Matthew;06/27/1974;R;74;CC - M;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Defeated
Waldron, Marie;03/28/2018;R;75;CC;W;1;0;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Chavez, Rocky;05/12/1951;R;76;;H;0;1;0;0;0;;12/05/2016;11/30/2018;On time;Not seek reelection;USR candidate
Maienschein, Brian;05/22/1969;D;77;CC;W;1;0;0;0;0;;12/05/2016;11/30/2018;On time;Reelection;Reelected
Gloria, Todd;05/10/1978;D;78;CC - M;A;0;0;0;1;0;House Majority Whip;12/05/2016;11/30/2018;On time;Reelection;Reelected
Weber, Shirley;09/20/1948;D;79;;B;0;0;1;0;1;Secretary of State;12/05/2016;11/30/2018;On time;Reelection;Reelected
Gonzalez Fletcher, Lorena;09/16/1971;D;80;;H;0;1;0;0;1;;12/05/2016;11/30/2018;On time;Reelection;Reelected
