Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Hagman, Curt;01/02/1965;R;60;M-CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Halderman, Linda;;R;29;;W;1;0;0;0;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Hall, Isadore;12/10/1971;D;52;S-CC;B;0;0;1;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Harkey, Diane;06/20/1951;R;73;CC-M;W;1;0;0;0;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Hayashi, Mary;08/13/1967;D;18;;A;0;0;0;1;1;;12/06/2010;11/30/2012;On time;Termed out;State Senate candidate
Hernandez, Roger;07/29/1975;D;57;CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Hill, Jerry;04/18/1947;D;19;S-CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;State Senate candidate
Huber, Alyson;03/01/1972;D;10;;W;1;0;0;0;1;;12/06/2010;11/30/2012;On time;Not seek reelection;Attorney
Hueso, Ben;09/02/1969;D;79;S-CC;H;0;1;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Huffman, Jared;02/18/1964;D;6;USR;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;USR candidate
Jeffries, Kevin;24/11/1964;R;66;CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;CC candidate
Knight, Steve;;R;36;;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;;
Lara, Ricardo;11/05/1974;D;50;S;H;0;1;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;State Senate candidate
Logue, Dan;;R;3;CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Lowenthal, Bonnie;02/19/1940;D;54;CC;H;0;1;0;0;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Ma, Fiorina;03/04/1966;D;12;CC;A;0;0;0;1;1;Speaker Pro Tempore;12/06/2010;11/30/2012;On time;Termed out;California Board of Equalization
Mansoor, Allan;06/16/1964;R;68;M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Mendoza, Tony;04/22/1971;D;56;S-CC-M;H;0;1;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;State Senate candidate
Miller, Jeff;09/14/1963;R;71;CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;State Senate candidate
Mitchell, Holly;09/07/1964;D;47;S-CC;B;0;0;1;0;1;;06/10/2010;11/30/2012;On time;Reelection;Reelected
Monning, William W.;04/02/1951;D;27;S;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;State Senate candidate
Morrel, Mike;10/14/1952;R;63;S;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Nestande, Brian;01/10/1964;R;64;;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Nielsen, Jim;08/31/1944;R;2;S;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;State Senate candidate
Norby, Chris;12/03/1949;R;72;CC-M;W;1;0;0;0;0;;01/29/2010;11/30/2012;On time;Reelection;Defeated
Olsen, Kristen;01/19/2974;R;25;CC;W;1;0;0;0;1;Minority Leader;12/06/2010;11/30/2012;On time;Termed out;Board of Supervisors
P. Wagner, Donald;12/03/1960;R;70;CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Pan, Richard;10/28/1965;D;5;S;A;0;0;0;1;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Perez, John A.;09/28/1969;D;46;;H;0;1;0;0;0;Speaker;12/06/2010;11/30/2012;On time;Reelection;Reelected
Perez, V. Manuel;06/18/1973;D;80;;H;0;1;0;0;0;Minority Leader;12/06/2010;11/30/2012;On time;Reelection;Reelected
Portantino, Anthony J.;01/29/1961;D;44;S-CC;H;0;1;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;State Senate candidate
Silva, Jim;01/15/1944;R;67;CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;
Skinner, Nancy;08/12/1954;D;14;S-CC;W;1;0;0;0;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Smyth, Cameron;08/19/1971;R;38;CC-M;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;
Solorio, Jose;09/28/1970;D;69;S-CC;H;0;1;0;0;0;;12/06/2010;11/30/2012;On time;Termed out;
Swanson, Sandre R.;11/28/1948;D;16;;B;0;0;1;0;0;;12/06/2010;11/30/2012;On time;Termed out;
T. Perea, Henry;06/29/1977;D;31;CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Torres, Norma J.;04/04/1965;D;61;USR-S-CC-M;H;0;1;0;0;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Valadao, David;04/14/1977;R;30;USR;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Not seek reelection;USR candidate
W. Jones, Brian;08/09/1968;R;77;CC-S;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Wieckowski, Bob;02/18/1955;D;20;S-CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Williams, Das;6/29/1974;D;35;CC;W;1;0;0;0;0;;12/06/2010;11/30/2012;On time;Reelection;Reelected
Yamada, Mariko;23/10/1950;D;8;CC;A;0;0;0;1;1;;12/06/2010;11/30/2012;On time;Reelection;Reelected
