Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Huffman, Jared;02/18/1964;D;6;USR;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Jeffries, Kevin;24/11/1964;R;66;CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Jones, Dave;01/04/1963;D;9;CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Karnette, Betty;09/13/1931;D;54;S;W;1;0;0;0;1;;12/04/2006;11/30/2008;On time;;
Keene, Rick;11/16/1957;R;3;CC-M;W;1;0;0;0;0;Republican Whip;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
Krekorian, Paul;03/24/1960;D;43;CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
La Malfa, Doug;07/02/1960;R;2;USR-S;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
Laird, John;03/29/1950;D;27;M-S;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;Secretary of the California Natural Resources Agency
Leno, Mark;09/24/1951;D;13;S-CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
Levine, Lloyd;1969;D;40;;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
Lieber, Sally J.;04/24/1961;D;22;CC-M;W;1;0;0;0;1;Speaker Pro Tempore;12/04/2006;11/30/2008;On time;Termed out;Government Agency
Lieu, Ted;03/29/1969;D;53;S-USR;A;0;0;0;1;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Ma, Fiorina;03/04/1966;D;12;CC;A;0;0;0;1;1;Speaker Pro Tempore;12/04/2006;11/30/2008;On time;Reelection;Reelected
Maze, Bill;04/09/1946;R;34;;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;non-profit organisation
Mendoza, Tony;04/22/1971;D;56;S-CC-M;H;0;1;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Mullin, Gene;;D;19;;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed out;
Nakanishi, Alan;03/21/1940;R;10;M-CC;A;0;0;0;1;0;;12/04/2006;11/30/2008;On time;Termed out;CC candidate
Núñez, Fabian;12/27/1966;D;46;;H;0;1;0;0;0;Speaker;12/04/2006;11/30/2008;On time;Termed out;Lobbying
Nava, Pedro;1948;D;35;;H;0;1;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Niello, Roger;06/02/1948;R;5;CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Parra, Nicole;02/03/1970;D;30;;H;0;1;0;0;1;;12/04/2006;11/30/2008;On time;Termed out;Director of the Governor Regional Development Initiatives
Plescia, George;08/19/1966;R;75;;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Not seek reelection;State Senate candidate
Portantino, Anthony J.;01/29/1961;D;44;S-CC;H;0;1;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Price, Curren;12/16/1950;D;51;CC-S;B;0;0;1;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Runner, Sharon;05/17/1954;R;36;S;W;1;0;0;0;1;;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
Ruskin, Ira;11/12/1943;D;21;CC-M;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Salas, Mary;03/17/1948;D;79;M-CC;H;0;1;0;0;1;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Saldaña, Lori;11/07/1958;D;76;;H;0;1;0;0;1;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Silva, Jim;01/15/1944;R;67;CC-M;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Smyth, Cameron;08/19/1971;R;38;CC-M;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Solorio, Jose;09/28/1970;D;69;S-CC;H;0;1;0;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Soto, Nell;06/18/1926;D;61;S-CC;H;0;1;0;0;1;;12/04/2006;11/30/2008;On time;Not seek reelection;
Spitzer, Todd;11/26/1960;R;71;CC;W;1;0;0;0;0;;12/04/2006;11/30/2008;On time;Termed Out;BS candidate
Strickland, Audra;1974;R;37;;W;1;0;0;0;1;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Swanson, Sandre R.;11/28/1948;D;16;;B;0;0;1;0;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Torrico, Alberto;03/18/1969;D;20;CC;H;0;1;0;0;0;Majority Leader;12/04/2006;11/30/2008;On time;Reelection;Reelected
Tran, Van;10/19/1964;R;68;CC;A;0;0;0;1;0;;12/04/2006;11/30/2008;On time;Reelection;Reelected
Villines, Michael;03/30/1967;R;29;;W;1;0;0;0;0;Republican Leader;12/04/2006;11/30/2008;On time;Reelection;Reelected
Walters, Mimi;05/14/1962;R;73;USR-CC-M-S;W;1;0;0;0;1;;12/04/2006;11/30/2008;On time;Not seek reelection;State Senate candidate
Wolk, Lois;05/1201946;D;8;S-CC;W;1;0;0;0;1;;12/04/2006;11/30/2008;On time;Termed out;State Senate candidate
