Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Mountjoy, Dennis;;R;59;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Mullin, Gene;;D;19;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Nakanishi, Alan;03/21/1940;R;10;M-CC;A;0;0;0;1;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Núñez, Fabian;12/27/1966;D;46;;H;0;1;0;0;0;Speaker;12/06/2004;11/30/2006;On time;Reelection;Reelected
Nation, Joseph;07/18/1956;D;6;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;USR candidate
Nava, Pedro;1948;D;35;;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Niello, Roger;06/02/1948;R;5;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Oropeza, Jenny;09/27/1957;D;55;CC-S;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Termed out;State Senate candidate
Parra, Nicole;02/03/1970;D;30;;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Pavley, Fran;11/11/1948;D;41;S-M;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Termed out;State Senate candidate
Plescia, George;08/19/1966;R;75;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Richman, Keith;11/21/1953;R;38;;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;
Ridley-Thomas, Mark;11/06/1954;D;48;CC - S;B;0;0;1;0;0;;12/06/2004;11/30/2006;On time;Not seek reelection;State Senate candidate
Runner, Sharon;05/17/1954;R;36;S;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Ruskin, Ira;11/12/1943;D;21;CC-M;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Saldaña, Lori;11/07/1958;D;76;;H;0;1;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Salinas, Simon;1956;D;28;CC;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Termed out;BS candidate
Spitzer, Todd;11/26/1960;R;71;CC;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Strickland, Audra;1974;R;37;;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Torrico, Alberto;03/18/1969;D;20;CC;H;0;1;0;0;0;Majority Leader;12/06/2004;11/30/2006;On time;Reelection;Reelected
Tran, Van;10/19/1964;R;68;CC;A;0;0;0;1;0;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Umberg, Thomas;09/25/1955;D;69;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Not seek reelection;CC candidate
Vargas, Juan;03/07/1961;D;79;USR-S-CC;H;0;1;0;0;0;;12/06/2004;11/30/2006;On time;Termed Out;Insurance company
Villines, Michael;03/30/1967;R;29;;W;1;0;0;0;0;Republican Leader;12/06/2004;11/30/2006;On time;Reelection;Reelected
Walters, Mimi;05/14/1962;R;73;USR-CC-M-S;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Wolk, Lois;05/1201946;D;8;S-CC;W;1;0;0;0;1;;12/06/2004;11/30/2006;On time;Reelection;Reelected
Wyland, Mark;10/27/1946;R;74;S;W;1;0;0;0;0;;12/06/2004;11/30/2006;On time;Termed Out;State Senate candidate
Yee, Leland Y.;11/20/1948;D;12;S;A;0;0;0;1;0;Speaker Pro Tempore;12/06/2004;11/30/2006;On time;Not seek reelection;State Senate candidate
