Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Rendon, Anthony;03/04/1968;D;63;;H;0;1;0;0;0;Speaker;12/07/2020;;;;
Gipson, Mike;06/25/1966;D;64;CC;B;0;0;1;0;0;;12/07/2020;;;;
Quirk-Silva, Sharon;09/17/1962;D;65;;H;0;1;0;0;1;;12/07/2020;;;;
Muratsuchi, Al;09/04/1964;D;66;;A;0;0;0;1;0;;12/07/2020;;;;
Seyarto, Kelly;10/28/1962;R;67;;W;1;0;0;0;0;;12/07/2020;;;;
S. Choi, Steven;01/15/1944;R;68;CC - M;A;0;0;0;1;0;;12/07/2020;;;;
Daly, Tom;07/26/1954;D;69;CC - M;W;1;0;0;0;0;;12/07/2020;;;;
O'Donnell, Patrick;02/25/1966;D;70;CC;W;1;0;0;0;0;;12/07/2020;;;;
Voepel, Randy;09/21/1950;R;71;CC - M;W;1;0;0;0;0;;12/07/2020;;;;
Nguyen, Janet;05/01/1976;R;72;CS - CC;A;0;0;0;1;1;;12/07/2020;;;;
Davies, Laurie;02/27/1962;R;73;CC - M;W;1;0;0;0;1;;12/07/2020;;;;
Petrie-Norris, Cottie;08/07/1975;D;74;;W;1;0;0;0;1;;12/07/2020;;;;
Waldron, Marie;03/28/2018;R;75;CC;W;1;0;0;0;1;Minority Leader;12/07/2020;;;;
Boerner Horvath, Tasha;02/01/1973;D;76;CC;W;1;0;0;0;1;;12/07/2020;;;;
Maienschein, Brian;05/22/1969;D;77;CC;W;1;0;0;0;0;;12/07/2020;;;;
Ward, Chirstopher;;D;78;CC;W;1;0;0;0;0;;12/07/2020;;;;
Weber, Shirley;09/20/1948;D;79;;B;0;0;1;0;1;;12/07/2020;01/28/2021;Early;Resignation;California Secretary of State
Gonzalez Fletcher, Lorena;09/16/1971;D;80;;H;0;1;0;0;1;;12/07/2020;;;;
