Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Fondse, Adrian C.;11/30/1929;R;26;;W;1;0;0;0;0;;12/05/1980;01/05/1981;Early;Overturned;
Johnston, Pat;09/03/1946;D;26;;W;1;0;0;0;0;;01/05/1981;11/30/1982;On time;Reelection;Reelected
Thurman, John E. Jr.;05/06/1919;D;27;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;;
Farr, Sam;07/04/1941;D;28;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Hallett, Carol;10/16/1937;R;29;;W;1;0;0;0;1;;12/06/1980;11/30/1982;On time;Reelection;Defeated
Costa, Jim;04/13/1952;D;30;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Lehman, Richard;07/20/1948;D;31;;W;1;0;0;0;0;;12/01/1980;06/01/1982;Early;Legislative campaign;USR candidate
Duffy, Gordon W.;04/24/1924;R;32;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Not seek reelection;Executive candidate
Rogers, Don;04/22/1928;R;33;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Wyman, Phil;02/21/1945;R;34;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Hart, Gary K.;08/13/1943;D;35;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Not seek reelection;State Senate candidate
Imbrecht, Charles R.;02/04/1949;R;36;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Defeated
Wright, Cathie;05/18/1929;R;37;;W;1;0;0;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
La Follette, Marian W.;09/19/1926;R;38;;W;1;0;0;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Katz, Richard;08/16/1950;D;39;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Bane, Tom;12/28/1913;D;40;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Nolan, Patrick J.;06/16/1950;R;41;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Ivers, William H. ""Bill""";05/16/1930;R;42;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Defeated
Berman, Howard L.;04/15/1941;D;43;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Not seek reelection;USR candidate
Levin, Meldon E.;06/07/1943;D;44;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Not seek reelection;USR candidate
Rosenthal, Herschel;03/13/1918;D;45;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Not seek reelection;State Senate candidate
Roos, Michael;08/06/1945;D;46;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Hughes, Teresa;10/03/1931;D;47;;H;0;1;0;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Waters, Maxine;08/15/1938;D;48;;B;0;0;1;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Moore, Gwen;10/01/1943;D;49;;B;0;0;1;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Tucker, Curtis R.;03/26/1918;D;50;;B;0;0;1;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Ryan, Marilyn;11/30/1932;R;51;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;;
Felando, Gerald N.;12/29/1934;R;52;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Floyd, Richard E. ""Dick""";02/03/1931;D;53;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Vicencia, Frank;08/23/31;D;54;;H;0;1;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Alatorre, Richard;05/15/1943;D;55;;H;0;1;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Torres, Art;09/24/1946;D;56;;H;0;1;0;0;0;;12/05/1980;11/30/1982;On time;Not seek reelection;State Senate candidate
Elder, Dave;02/10/1942;D;57;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Brown, Dennis L.;;R;58;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Martinez, Matthew G. ""Marty""";02/14/1929;D;59;;H;0;1;0;0;0;;12/05/1980;07/15/1982;Early;Legislative campaign;USR candidate
Tanner, Sally;12/28/1926;D;60;;W;1;0;0;0;1;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Mountjoy, Richard ""Dick""";13/01/1932;R;61;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Lancaster, William H.""Bill""";04/29/1931;R;62;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Young, Bruce E.;07/05/1946;D;63;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Striling, Dave;09/27/1940;R;64;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;;State Board
Cramer, Jim;10/14/1931;D;65;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Defeated
Goggin, Terry;11/08/1941;D;66;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Leonard, Bill;10/29/1947;R;67;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Ingalls, Walter M.;10/17/1944;D;68;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;;State Board
Johnson, Ross;09/28/1939;R;69;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Lewis, John R.;11/02/1954;R;70;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
"Wray, Chester B. ""Chet""";05/26/1923;D;71;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Defeated
Robinson, Richard;05/17/1943;D;72;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Frizzelle, Nolan;10/16/1921;R;73;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Bergeson, Marian;08/31/1925;R;74;;W;1;0;0;0;1;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Kelley, Dave;10/11/1928;R;75;;W;1;0;0;0;0;;12/01/1980;11/30/1982;On time;Reelection;Reelected
Frazee, Robert C. (Bob);09/01/1928;R;76;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Stirling, Larry;02/20/1942;R;77;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Kapiloff, Lawrence;09/22/1929;D;78;;W;1;0;0;0;0;;12/05/1980;09/03/1982;Early;Resignation;Judge
Chacon, Peter R.;06/10/1925;D;79;;W;1;0;0;0;0;;12/05/1980;11/30/1982;On time;Reelection;Reelected
Deddeh, Wadie P.;09/06/1920;D;80;;A;0;0;0;1;0;;12/05/1980;11/30/1982;On time;Not seek reelection;State Senate candidate
