Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Eng, Mike;09/14/1946;D;49;CC-M;A;0;0;0;1;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Evans, Noreen;04/22/1955;D;7;S-CC;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Termed out;State Senate candidate
Feuer, Mike;05/14/1958;D;42;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Fletcher, Nathan;12/31/1976;R;75;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Fong, Paul;08/05/1952;D;22;;A;0;0;0;1;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Fuentes, Felipe;05/25/1971;D;39;CC;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Fuller, Jean;04/16/1950;R;32;S;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Not seek reelection;State Senate candidate
Furutani, Warren T.;10/16/1947;D;55;;A;0;0;0;1;0;;12/07/2008;11/30/2010;On time;Reelection;Reelected
Gaines, Ted;04/25/1958;R;4;S-CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Galgiani, Cathleen;01/04/1964;D;17;S;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Garrick, Martin;1953;R;74;;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Gilmore, Danny D.;12/02/1949;R;30;;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Not seek reelection;
Hagman, Curt;01/02/1965;R;60;M-CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Hall, Isadore;12/10/1971;D;52;S-CC;B;0;0;1;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Harkey, Diane;06/20/1951;R;73;CC-M;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Hayashi, Mary;08/13/1967;D;18;;A;0;0;0;1;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Hernandez, Edward P. (Ed);10/17/1957;D;57;S;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Not seek reelection;State Senate candidate
Hill, Jerry;04/18/1947;D;19;S-CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Huber, Alyson;03/01/1972;D;10;;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Huffman, Jared;02/18/1964;D;6;USR;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Jeffries, Kevin;24/11/1964;R;66;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Jones, Dave;01/04/1963;D;9;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Termed out;Insurance Commissioner of California
Knight, Steve;;R;36;;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Krekorian, Paul;03/24/1960;D;43;CC;W;1;0;0;0;0;;12/01/2008;01/01/2010;Early;Local campaign;CC candidate
Lieu, Ted;03/29/1969;D;53;S-USR;A;0;0;0;1;0;;12/01/2008;11/30/2010;On time;Not seek reelection;State Senate candidate
Logue, Dan;;R;3;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Lowenthal, Bonnie;02/19/1940;D;54;CC;H;0;1;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Ma, Fiorina;03/04/1966;D;12;CC;A;0;0;0;1;1;Speaker Pro Tempore;12/01/2008;11/30/2010;On time;Reelection;Reelected
Mendoza, Tony;04/22/1971;D;56;S-CC-M;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Miller, Jeff;09/14/1963;R;71;CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Monning, William W.;04/02/1951;D;27;S;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Nava, Pedro;1948;D;35;;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Termed out;Lawyer
Nestande, Brian;01/10/1964;R;64;;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Niello, Roger;06/02/1948;R;5;CC;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Termed out;
Nielsen, Jim;08/31/1944;R;2;S;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Norby, Chris;12/03/1949;R;72;CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Perez, John A.;09/28/1969;D;46;;H;0;1;0;0;0;Speaker;12/01/2008;11/30/2010;On time;Reelection;Reelected
Perez, V. Manuel;06/18/1973;D;80;;H;0;1;0;0;0;Minority Leader;12/01/2008;11/30/2010;On time;Reelection;Reelected
Portantino, Anthony J.;01/29/1961;D;44;S-CC;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Price, Curren;12/16/1950;D;51;CC-S;B;0;0;1;0;0;;12/01/2008;06/03/2009;Early;Legislative campaign;State Senate candidate
Ruskin, Ira;11/12/1943;D;21;CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Termed out;State Senate candidate
Salas, Mary;03/17/1948;D;79;M-CC;H;0;1;0;0;1;;12/01/2008;11/30/2010;On time;Not seek reelection;State Senate candidate
Saldaña, Lori;11/07/1958;D;76;;H;0;1;0;0;1;;12/01/2008;11/30/2010;On time;Termed Out;USR candidate
Silva, Jim;01/15/1944;R;67;CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Skinner, Nancy;08/12/1954;D;14;S-CC;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Smyth, Cameron;08/19/1971;R;38;CC-M;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Solorio, Jose;09/28/1970;D;69;S-CC;H;0;1;0;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Strickland, Audra;1974;R;37;;W;1;0;0;0;1;;12/01/2008;11/30/2010;On time;Termed out;BS candidate
Swanson, Sandre R.;11/28/1948;D;16;;B;0;0;1;0;0;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Torlakson, Tom;07/19/1949;D;11;S;W;1;0;0;0;0;;12/01/2008;11/30/2010;On time;Not seek reelection;California State Superintendent of Public Instruction
Torres, Norma J.;04/04/1965;D;61;USR-S-CC-M;H;0;1;0;0;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
Torrico, Alberto;03/18/1969;D;20;CC;H;0;1;0;0;0;Majority Leader;12/01/2008;11/30/2010;On time;Termed out;Unemployment Insurance Appeals Board
Tran, Van;10/19/1964;R;68;CC;A;0;0;0;1;0;;12/01/2008;11/30/2010;On time;Termed out;USR candidate
Villines, Michael;03/30/1967;R;29;;W;1;0;0;0;0;Republican Leader;12/01/2008;11/30/2010;On time;Termed out;
Yamada, Mariko;23/10/1950;D;8;CC;A;0;0;0;1;1;;12/01/2008;11/30/2010;On time;Reelection;Reelected
