Name;Birth;Party;District;Other terms;Race;White;Hispanic;Black;Asian;Female;Function;Beginning term;End of term;End Type;Exit;Next occupation
Donnelly, Tim;05/09/1966;R;33;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Not seek reelection;Governor candidate
Fong, Paul;08/05/1952;D;28;;A;0;0;0;1;0;;12/03/2012;11/30/2014;On time;Termed out;CC candidate
Fox, Steve;01/27/1953;D;36;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Defeated
Frazier, Jim;05/04/1959;D;11;CC - M;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Gaines, Beth;09/17/1959;R;6;;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Garcia, Cristina;08/22/1977;D;58;;H;0;1;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Gatto, Mike;10/19/1974;D;43;;W;1;0;0;0;0;Assistant Speaker Pro Tempore;12/03/2012;11/30/2014;On time;Reelection;Reelected
Gomez, Jimmy;11/25/1974;D;51;USR;H - A;0;1;0;1;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Gordon, Richard;07/03/1948;D;24;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Gorell, Jeff;11/06/1970;R;44;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Not seek reelection;USR candidate
Gray, Adam;;D;21;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Grove, Shannon;3/18/1965;R;34;S;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Hagman, Curt;01/02/1965;R;55;M-CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Termed out;CC candidate
Hall, Isadore;12/10/1971;D;64;S-CC;B;0;0;1;0;0;;12/03/2012;11/30/2014;On time;Termed out;State Senate candidate
Harkey, Diane;06/20/1951;R;73;CC-M;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Termed out;California State Board of Equalization
Hernandez, Roger;07/29/1975;D;48;CC-M;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Holden, Chris;07/19/1960;D;41;CC - M;B;0;0;1;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Hueso, Ben;09/02/1969;D;80;S-CC;H;0;1;0;0;0;;12/03/2012;03/21/2013;Early;Legislative campaign;State Senate candidate
Jones-Sawyer, Reginald;01/14/1957;D;59;;B;0;0;1;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Levine, Marc;04/26/1974;D;10;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Linder, Eric;10/09/1978;R;60;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Logue, Dan;;R;3;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Termed out;USR candidate
Lowenthal, Bonnie;02/19/1940;D;70;CC;H;0;1;0;0;1;;12/03/2012;11/30/2014;On time;Termed out;M candidate
Maienschein, Brian;05/22/1969;D;77;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Mansoor, Allan;06/16/1964;R;74;M;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;;
Medina, Jose;03/29/1953;D;61;;H;0;1;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Melendez, Melissa;2/17/1968;R;67;S - CC - M;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Mitchell, Holly;09/07/1964;D;54;S-CC;B;0;0;1;0;1;;12/03/2012;09/26/2013;Early;Legislative campaign;State Senate candidate
Morrel, Mike;10/14/1952;R;40;S;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Not seek reelection;State Senate candidate
Mullin, Kevin;06/15/1970;D;22;CC-M;W;1;0;0;0;0;Speaker Pro Tempore;12/03/2012;11/30/2014;On time;Reelection;Reelected
Muratsuchi, Al;09/04/1964;D;66;;A;0;0;0;1;0;;12/03/2012;11/30/2014;On time;Reelection;Defeated
Nazarian, Adrin;03/19/1973;D;46;;A;0;0;0;1;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Nestande, Brian;01/10/1964;R;42;;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Termed out;USR candidate
Olsen, Kristen;01/19/2974;R;12;CC;W;1;0;0;0;1;Minority Leader;12/03/2012;11/30/2014;On time;Reelection;Reelected
P. Wagner, Donald;12/03/1960;R;68;CC-M;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Pan, Richard;10/28/1965;D;9;S;A;0;0;0;1;0;;12/03/2012;11/30/2014;On time;Not seek reelection;State Senate candidate
Patterson, Jim;02/18/1948;R;23;M;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Perez, John A.;09/28/1969;D;53;;H;0;1;0;0;0;Speaker;12/03/2012;11/30/2014;On time;Termed out;Regent of the University of California
Perez, V. Manuel;06/18/1973;D;56;;H;0;1;0;0;0;Minority Leader;12/03/2012;11/30/2014;On time;Termed out;BS candidate
Quirk, Bill;09/01/1946;D;20;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Quirk-Silva, Sharon D;09/17/1962;D ;65;;H;0;1;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Defeated
Rendon, Anthony;03/04/1968;D;63;;H;0;1;0;0;0;Speaker;12/03/2012;11/30/2014;On time;Reelection;Reelected
Ridley-Thomas, Sebastian;08/12/1987;D;54;;B;0;0;1;0;0;;12/05/2013;11/30/2014;On time;Reelection;Reelected
Rodriguez, Freddie;09/08/1965;D;52;CC;H;0;1;0;0;0;;10/11/2013;11/30/2014;On time;Reelection;Reelected
Salas, Rudy;03/12/1977;D;32;CC;H;0;1;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Skinner, Nancy;08/12/1954;D;15;S-CC;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Termed out;State Senate candidate
Stone, Mark;06/17/1957;D;29;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
T. Perea, Henry;06/29/1977;D;31;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Talamantes Eggman, Suan;03/03/1961;D;13;S;H;0;1;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Ting, Phil;02/09/1969;D;19;;A;0;0;0;1;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Torres, Norma J.;04/04/1965;D;52;USR-S-CC-M;H;0;1;0;0;1;;12/03/2012;05/20/2013;Early;Legislative campaign;State Senate candidate
W. Jones, Brian;08/09/1968;R;71;CC-S;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Waldron, Marie;03/28/2018;R;75;CC;W;1;0;0;0;1;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Weber, Shirley;09/20/1948;D;79;;B;0;0;1;0;1;Secretary of State;12/03/2012;11/30/2014;On time;Reelection;Reelected
Wieckowski, Bob;02/18/1955;D;25;S-CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Not seek reelection;State Senate candidate
Wilk, Scott;3/16/1959;R;38;S;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Williams, Das;6/29/1974;D;37;CC;W;1;0;0;0;0;;12/03/2012;11/30/2014;On time;Reelection;Reelected
Yamada, Mariko;23/10/1950;D;4;CC;A;0;0;0;1;1;;12/03/2012;11/30/2014;On time;Termed out;State Senate candidate
